2020년_ [기숙사 수용 현황 (대학)],,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기준연도,학교종류,설립구분,지역,상태,학교,재학생수(A),총 실수,수용가능인원(B),실제 수용 인원,,,"기숙사수용률
(C=B/Ax100)",기숙사 지원자 수(D),,,"입사 경쟁률
(E=D/B)","의무식
여부",구분,건물명,준공연도,1인실,,2인실,,3인실,,4인실 이상,
,,,,,,,,,학위과정,,비학위과정,,,,,,,,,,실수,기숙사비,실수,기숙사비,실수,기숙사비,실수,기숙사비
,,,,,,,,,내국인,외국인,외국인,,동일지역,타지역,합계,,,,,,,,,,,,,
2020,대학교,사립,충북,기존,중원대학교,"4,290",103,"3,156",2,0,6,73.6,0,59,59,0.1,X,직영(구내),생활관,2009,0,0,0,0,0,0,103,184.4
2020,대학교,사립,충북,기존,중원대학교,"4,290",879,"3,156",75,41,75,73.6,5,135,140,0.1,X,직영(구내),생활관,2009,0,0,205,192.8,588,185.6,86,159.1
2020,교육대학,국립,경남,기존,진주교육대학교,"1,330",65,374,130,0,0,28.1,0,178,178,1.1,O,직영(구내),두류생활관 제2관,2004,0,0,65,186.3,0,0,0,0
2020,교육대학,국립,경남,기존,진주교육대학교,"1,330",124,374,244,0,0,28.1,0,240,240,1.1,O,직영(구내),두류생활관 제1관,1996,4,140.8,120,140.8,0,0,0,0
2020,대학교,사립,경기,기존,차의과학대학교,"2,835",135,681,0,0,0,24,13,593,606,1.3,O,직영(구내),해룡학사,2012,12,656.3,55,366.4,0,0,68,208.9
2020,대학교,사립,경기,기존,차의과학대학교,"2,835",1,681,0,0,0,24,0,12,12,1.3,O,직영(구내),해룡학사,2012,0,0,0,0,0,0,1,85.7
2020,대학교,사립,경기,기존,차의과학대학교,"2,835",34,681,0,0,0,24,3,149,152,1.3,O,직영(구내),상록학사,1996,0,0,1,300,0,0,33,160.7
2020,대학교,사립,경기,기존,차의과학대학교,"2,835",32,681,0,0,0,24,1,84,85,1.3,O,직영(구내),청운학사,1996,0,0,2,300,0,0,30,160.7
2020,대학교,사립,경기,기존,차의과학대학교,"2,835",1,681,0,0,0,24,0,12,12,1.3,O,직영(구내),해룡학사,2012,0,0,0,0,0,0,1,85.7
2020,대학교,사립,경남,기존,창신대학교,"1,941",166,900,83,0,0,46.4,27,181,208,0.7,O,직영(구내),남학생생활관,2003,0,0,166,132,0,0,0,0
2020,대학교,사립,경남,기존,창신대학교,"1,941",185,900,164,0,0,46.4,69,332,401,0.7,O,직영(구내),여학생생활관,2005,0,0,185,132,0,0,0,0
2020,대학교,사립,경남,기존,창신대학교,"1,941",99,900,0,36,2,46.4,0,46,46,0.7,X,직영(구내),유학생생활관,2007,0,0,99,132,0,0,0,0
2020,대학교,국립,경남,기존,창원대학교,"8,305",361,"2,094",717,4,1,25.2,175,819,994,1.4,X,민자(BTL),"생활관5,6",2009,0,0,361,165,0,0,0,0
2020,대학교,국립,경남,기존,창원대학교,"8,305",138,"2,094",274,0,2,25.2,83,266,349,1.4,X,직영(구내),생활관3,1997,0,0,138,115.2,0,0,0,0
2020,대학교,국립,경남,기존,창원대학교,"8,305",149,"2,094",287,11,0,25.2,123,281,404,1.4,X,직영(구내),생활관2,1996,0,0,149,115.2,0,0,0,0
2020,대학교,국립,경남,기존,창원대학교,"8,305",237,"2,094",452,14,8,25.2,113,605,718,1.4,X,민자(BTL),생활관7,2015,0,0,237,167.1,0,0,0,0
2020,대학교,국립,경남,기존,창원대학교,"8,305",162,"2,094",317,7,0,25.2,94,303,397,1.4,X,직영(구내),생활관4,2008,0,0,162,137.7,0,0,0,0
2020,산업대학,사립,충남,기존,청운대학교,"6,468",94,"1,094",111,0,0,16.9,4,107,111,1.4,X,임차,스탠포드외5,1998,64,214.3,30,107.1,0,0,0,0
2020,산업대학,사립,충남,기존,청운대학교,"6,468",342,"1,094",937,4,4,16.9,15,"1,415","1,430",1.4,X,직영(구내),청운학사,2008,4,267.9,193,253.9,0,0,145,154.6
2020,교육대학,국립,충북,기존,청주교육대학교,"1,191",39,610,36,0,0,51.2,0,48,48,1.3,O,직영(구내),늘푸름관,2001,0,0,39,200,0,0,0,0
2020,교육대학,국립,충북,기존,청주교육대학교,"1,191",43,610,0,0,0,51.2,0,138,138,1.3,O,직영(구내),늘사랑관,1975,0,0,43,200,0,0,0,0
2020,교육대학,국립,충북,기존,청주교육대학교,"1,191",181,610,83,0,0,51.2,0,445,445,1.3,O,민자(BTL),하늘나래관,2008,0,0,181,328.4,0,0,0,0
2020,교육대학,국립,충북,기존,청주교육대학교,"1,191",42,610,11,0,0,51.2,0,138,138,1.3,O,직영(구내),늘기쁨관,1989,0,0,42,200,0,0,0,0
2020,대학교,사립,충북,기존,청주대학교,"11,463",115,"2,369",144,0,0,20.7,391,215,606,1.9,X,직영(구내),진원관,1995,1,468,114,260,0,0,0,0
2020,대학교,사립,충북,기존,청주대학교,"11,463",183,"2,369",350,0,0,20.7,733,618,"1,351",1.9,X,직영(구내),국제학사,2008,0,0,0,0,0,0,183,165.7
2020,대학교,사립,충북,기존,청주대학교,"11,463",603,"2,369",403,41,43,20.7,983,"1,122","2,105",1.9,X,직영(구내),우암마을,2004,0,0,603,206.9,0,0,0,0
2020,대학교,사립,충북,기존,청주대학교,"11,463",101,"2,369",0,0,0,20.7,200,232,432,1.9,X,직영(구내),예지관,1991,0,0,101,227.4,0,0,0,0
2020,대학교,사립,전남,기존,초당대학교,"3,244",133,"1,234",0,0,0,38,0,0,0,0,O,직영(구내),우의관,2009,0,0,133,184.3,0,0,0,0
2020,대학교,사립,전남,기존,초당대학교,"3,244",183,"1,234",0,0,0,38,0,0,0,0,O,직영(구내),은행관,1998,0,0,183,184.3,0,0,0,0
2020,대학교,사립,전남,기존,초당대학교,"3,244",167,"1,234",0,0,0,38,0,0,0,0,O,직영(구내),한마관,1997,0,0,167,184.3,0,0,0,0
2020,대학교,사립,전남,기존,초당대학교,"3,244",134,"1,234",0,0,0,38,0,0,0,0,O,직영(구내),동백관,2003,0,0,134,184.3,0,0,0,0
2020,대학교,사립,서울,기존,총신대학교,"3,146",62,"1,623",114,2,0,51.6,0,294,294,0.9,X,직영(구내),남자기숙사,1972,0,0,4,104.1,0,0,58,104.1
2020,대학교,사립,서울,기존,총신대학교,"3,146",16,"1,623",32,1,0,51.6,0,93,93,0.9,X,직영(구내),여자기숙사,1992,0,0,0,0,1,104.1,15,104.1
2020,대학교,사립,서울,기존,총신대학교,"3,146",166,"1,623",0,0,0,51.6,7,507,514,0.9,X,직영(구내),제1생활관,1987,0,0,0,0,0,0,166,85.9
2020,대학교,사립,서울,기존,총신대학교,"3,146",98,"1,623",72,22,0,51.6,11,332,343,0.9,X,직영(구내),제3생활관,2003,0,0,0,0,0,0,98,105
2020,대학교,사립,서울,기존,총신대학교,"3,146",66,"1,623",0,0,0,51.6,3,143,146,0.9,X,직영(구내),제2생활관,1996,0,0,0,0,0,0,66,85.9
2020,대학교,사립,서울,기존,추계예술대학교,"1,193",24,166,0,72,0,13.9,0,1,1,0.2,X,직영(구내),창조관 기숙사,2019,0,0,12,603.4,0,0,12,452.5
2020,대학교,사립,서울,기존,추계예술대학교,"1,193",2,166,4,0,0,13.9,0,4,4,0.2,X,임차,CUfA 2,2016,0,0,2,326.8,0,0,0,0
2020,대학교,사립,서울,기존,추계예술대학교,"1,193",3,166,6,0,0,13.9,0,6,6,0.2,X,임차,CUfA 3,2019,0,0,3,326.8,0,0,0,0
2020,대학교,사립,서울,기존,추계예술대학교,"1,193",13,166,0,40,0,13.9,0,0,0,0.2,X,직영(구내),청사관 기숙사,2017,0,0,7,603.4,0,0,6,512.8
2020,대학교,사립,서울,기존,추계예술대학교,"1,193",9,166,18,0,0,13.9,0,15,15,0.2,X,임차,CUfA 1,2016,0,0,9,301.7,0,0,0,0
2020,대학교,사립,서울,기존,추계예술대학교,"1,193",3,166,5,0,0,13.9,0,4,4,0.2,X,행복기숙사,한국장학재단-은행권 대학생 연합생활관,2017,0,0,3,176,0,0,0,0
2020,대학교,사립,서울,기존,추계예술대학교,"1,193",9,166,20,0,0,13.9,0,0,0,0.2,O,행복기숙사,홍제동대학생 연합기숙사,2014,0,0,8,296,0,0,1,244.7
2020,교육대학,국립,강원,기존,춘천교육대학교,"1,333",112,767,0,0,0,57.5,0,219,219,0.5,X,직영(구내),목련관,2001,0,0,112,150,0,0,0,0
2020,교육대학,국립,강원,기존,춘천교육대학교,"1,333",274,767,181,0,0,57.5,0,181,181,0.5,X,민자(BTL),송백관,2009,5,0,269,180,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",98,"4,977",42,6,4,23.1,37,241,278,1.4,O,직영(구내),4동,1986,0,0,98,109.2,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",62,"4,977",11,7,12,23.1,28,172,200,1.4,O,직영(구내),5동,1986,0,0,46,151.1,16,137,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",142,"4,977",49,18,31,23.1,54,349,403,1.4,O,직영(구내),6동,1986,0,0,142,146.6,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",418,"4,977",105,5,0,23.1,157,"1,020","1,177",1.4,O,민자(BTL),8동,2009,7,313.6,411,156.2,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",96,"4,977",34,19,0,23.1,18,118,136,1.4,X,민자(BTL),10동,2009,96,328.9,0,0,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",197,"4,977",55,12,0,23.1,74,485,559,1.4,O,민자(BTL),11동,2009,0,0,197,156.2,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",100,"4,977",54,12,0,23.1,28,185,213,1.4,X,민자(BTL),12동,2015,50,320.4,50,169.2,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",45,"4,977",27,4,0,23.1,18,110,128,1.4,X,직영(구내),백행사 1동,2001,0,0,45,137.5,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",132,"4,977",40,0,0,23.1,50,325,375,1.4,O,직영(구내),2동,1986,0,0,132,156.2,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",220,"4,977",13,0,0,23.1,70,450,520,1.4,O,직영(구내),1동,1986,74,0,146,146.6,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",95,"4,977",56,1,0,23.1,28,185,213,1.4,X,민자(BTL),백행사 2동,2015,40,292.1,55,164.2,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",432,"4,977",10,0,0,23.1,163,"1,054","1,217",1.4,O,민자(BTL),7동,2009,7,313.6,425,156.2,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",276,"4,977",141,3,0,23.1,85,555,640,1.4,X,민자(BTL),13동,2015,101,292.1,175,164.2,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",117,"4,977",69,0,0,23.1,44,288,332,1.4,O,직영(구내),3동,1986,0,0,117,156.2,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",211,"4,977",9,0,0,23.1,80,519,599,1.4,O,민자(BTL),9동,2009,0,0,211,156.2,0,0,0,0
2020,대학교,국립,대전,기존,충남대학교,"21,551",38,"4,977",24,0,0,23.1,10,66,76,1.4,O,직영(구내),이인구인재관,1994,22,300.6,16,150,0,0,0,0
2020,대학교,국립,충북,기존,충북대학교,"15,618",85,"4,121",0,63,9,26.4,0,152,152,1.4,X,직영(구내),등용관,1985,2,0,83,137.4,0,0,0,0
2020,대학교,국립,충북,기존,충북대학교,"15,618",809,"4,121",176,107,13,26.4,"1,262",296,"1,558",1.4,O,민자(BTL),양성재,2008,15,138.3,791,138.3,0,0,3,138.3
2020,대학교,국립,충북,기존,충북대학교,"15,618",209,"4,121",0,0,0,26.4,0,343,343,1.4,X,직영(구내),계영원,2003,0,0,209,137.4,0,0,0,0
2020,대학교,국립,충북,기존,충북대학교,"15,618",111,"4,121",0,0,0,26.4,0,370,370,1.4,X,직영(구내),진리관,1993,0,0,111,137.4,0,0,0,0
2020,대학교,국립,충북,기존,충북대학교,"15,618",52,"4,121",0,0,0,26.4,0,173,173,1.4,X,직영(구내),정의관,1993,0,0,52,137.4,0,0,0,0
2020,대학교,국립,충북,기존,충북대학교,"15,618",120,"4,121",0,0,0,26.4,0,316,316,1.4,X,직영(구내),개척관,1993,0,0,120,137.4,0,0,0,0
2020,대학교,국립,충북,기존,충북대학교,"15,618",682,"4,121",0,0,0,26.4,0,"2,840","2,840",1.4,X,민자(BTL),양진재,2015,4,0,678,124.3,0,0,0,0
2020,대학교,사립,경기,기존,칼빈대학교,813,48,202,34,2,0,24.8,0,0,0,0,O,직영(구내),바울관,1987,0,0,0,0,48,145.6,0,0
2020,대학교,사립,경기,기존,칼빈대학교,813,29,202,7,1,0,24.8,0,0,0,0,O,직영(구내),에스더관,1991,0,0,29,131.1,0,0,0,0
2020,대학교,사립,경기,기존,평택대학교,"4,079",94,"1,153",280,0,0,28.3,7,418,425,0.8,X,직영(구내),제2국제관,2009,0,0,48,228.7,0,0,46,164.6
2020,대학교,사립,경기,기존,평택대학교,"4,079",140,"1,153",0,59,41,28.3,0,100,100,0.8,X,직영(구내),국제관,2004,0,0,0,0,0,0,140,117.7
2020,대학교,사립,경기,기존,평택대학교,"4,079",120,"1,153",313,0,0,28.3,9,435,444,0.8,X,직영(구내),제3국제관,2012,23,385,49,245.2,0,0,48,181.1
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",60,"3,434",115,0,0,109.6,0,117,117,0.8,X,직영(구내),여학생생활관 1동,1988,0,0,60,175,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",34,"3,434",67,0,0,109.6,0,67,67,0.8,X,직영(구내),남학생생활관 7동,1988,0,0,34,175,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",37,"3,434",37,0,0,109.6,0,37,37,0.8,X,직영(구내),남학생생활관1동,1987,37,292.5,0,0,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",75,"3,434",49,0,0,109.6,0,49,49,0.8,X,직영(구내),대학원아파트 3동,1992,75,221.7,0,0,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",60,"3,434",54,0,0,109.6,10,54,64,0.8,X,직영(구내),남학생생활관 17동,1995,45,232.2,15,137.9,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",34,"3,434",61,0,0,109.6,0,61,61,0.8,X,직영(구내),남학생생활관 4동,1987,0,0,34,175,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",60,"3,434",109,0,0,109.6,0,109,109,0.8,X,직영(구내),남학생생활관 10동,1989,0,0,60,137.9,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",75,"3,434",63,0,0,109.6,0,63,63,0.8,X,직영(구내),대학원아파트 4동,1998,75,221.7,0,0,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",72,"3,434",26,92,0,109.6,0,118,118,0.8,X,직영(구내),생활관 16동(DICE동),1992,0,0,72,0,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",37,"3,434",54,0,0,109.6,0,54,54,0.8,X,직영(구내),남학생생활관 2동,1987,0,0,37,175,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",34,"3,434",62,0,0,109.6,0,62,62,0.8,X,직영(구내),남학생생활관 3동,1987,0,0,34,175,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",80,"3,434",110,0,0,109.6,0,110,110,0.8,X,직영(구내),여학생생활관 18동,1994,0,0,80,93.8,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",160,"3,434",156,0,0,109.6,0,156,156,0.8,X,직영(구내),남학생생활관 19동,1996,160,208.7,0,0,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",68,"3,434",106,0,0,109.6,0,106,106,0.8,X,직영(구내),"남,여학생생활관 20동",1997,24,267.5,44,185,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",303,"3,434",577,0,0,109.6,16,561,577,0.8,X,직영(구내),생활관 21동(RC동),2007,0,0,303,0,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",48,"3,434",83,0,0,109.6,0,83,83,0.8,X,직영(구내),여학생생활관 2동,1990,0,0,48,137.9,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",34,"3,434",63,0,0,109.6,0,63,63,0.8,X,직영(구내),남학생생활관 5동,1988,0,0,34,175,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",37,"3,434",73,0,0,109.6,0,73,73,0.8,X,직영(구내),남학생생활관 6동,1988,0,0,37,175,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",34,"3,434",62,0,0,109.6,0,62,62,0.8,X,직영(구내),남학생생활관 8동,1988,0,0,34,175,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",60,"3,434",54,0,0,109.6,0,54,54,0.8,X,직영(구내),남학생생활관 9동,1989,0,0,60,137.9,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",59,"3,434",110,0,0,109.6,0,110,110,0.8,X,직영(구내),남학생생활관 11동,1989,0,0,59,137.9,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",98,"3,434",0,0,0,109.6,0,0,0,0.8,X,직영(구내),여학생생활관 3동,1999,0,0,98,0,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",49,"3,434",0,0,0,109.6,0,0,0,0.8,X,직영(구내),여학생생활관 14동,1990,0,0,49,0,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",75,"3,434",143,0,0,109.6,0,143,143,0.8,X,직영(구내),대학원아파트 1동,1988,0,0,75,159.6,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",75,"3,434",10,0,0,109.6,0,10,10,0.8,X,직영(구내),대학원아파트 2동,1991,75,221.7,0,0,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",45,"3,434",83,0,0,109.6,0,83,83,0.8,X,직영(구내),남학생생활관 13동,1990,0,0,45,137.9,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",56,"3,434",101,6,0,109.6,0,107,107,0.8,X,직영(구내),남학생생활관 15동,1990,0,0,56,137.9,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",60,"3,434",114,0,0,109.6,0,114,114,0.8,X,직영(구내),남학생생활관 12동,1989,0,0,60,137.9,0,0,0,0
2020,대학교,사립,경북,기존,포항공과대학교,"3,134",29,"3,434",60,0,0,109.6,0,60,60,0.8,X,직영(구내),포스빌 6동,1998,0,0,0,0,29,215.9,0,0
2020,대학교,국립,경기,기존,한경국립대학교,"5,301",201,"1,204",0,0,0,22.7,0,0,0,0.1,O,직영(구내),호연관,2007,0,0,201,0,0,0,0,0
2020,대학교,국립,경기,기존,한경국립대학교,"5,301",296,"1,204",101,31,9,22.7,0,141,141,0.1,O,민자(BTL),나래관,2017,6,338.1,290,242.5,0,0,0,0
2020,대학교,국립,경기,기존,한경국립대학교,"5,301",109,"1,204",0,0,0,22.7,0,0,0,0.1,O,직영(구내),창조관,2013,2,0,107,0,0,0,0,0
2020,대학교,사립,경기,기존,한국공학대학교,"6,168",646,"2,351",125,13,22,38.1,29,"2,126","2,155",1.3,X,직영(구내),TIP생활관,2006,30,374.5,563,248.3,0,0,53,174.3
2020,대학교,사립,경기,기존,한국공학대학교,"6,168",442,"2,351",212,0,0,38.1,33,970,"1,003",1.3,X,민자(BTL),제2생활관,2017,5,374.5,385,248.3,0,0,52,248.3
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",412,"7,711",343,82,0,71.9,36,389,425,0.5,X,직영(구내),갈릴레이관,1989,0,0,395,104,17,104,0,0
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",68,"7,711",26,13,0,71.9,2,37,39,0.5,X,직영(구내),나눔관,1989,48,262,20,90,0,0,0,0
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",175,"7,711",303,4,0,71.9,20,287,307,0.5,X,직영(구내),나들관,2014,0,0,175,142,0,0,0,0
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",144,"7,711",113,5,0,71.9,4,114,118,0.5,X,직영(구내),나래관,2011,42,292,102,165,0,0,0,0
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",164,"7,711",172,47,0,71.9,17,202,219,0.5,X,직영(구내),다솜관,2005,12,262,152,129,0,0,0,0
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",252,"7,711",186,41,0,71.9,20,207,227,0.5,X,직영(구내),문지관,2004,0,0,252,78,0,0,0,0
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",196,"7,711",125,7,0,71.9,6,126,132,0.5,X,직영(구내),미르관,2011,42,292,154,165,0,0,0,0
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",133,"7,711",116,10,0,71.9,4,122,126,0.5,X,직영(구내),사랑관,1985,0,0,2,101,131,101,0,0
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",138,"7,711",156,5,0,71.9,4,157,161,0.5,X,직영(구내),성실관,1986,0,0,136,101,0,0,2,101
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",570,"7,711",801,20,0,71.9,64,757,821,0.5,X,직영(구내),세종관,1989,0,0,549,104,21,104,0,0
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",135,"7,711",118,0,0,71.9,9,109,118,0.5,X,직영(구내),소망관,1985,0,0,0,0,135,101,0,0
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",137,"7,711",102,20,0,71.9,7,115,122,0.5,X,직영(구내),신뢰관,1987,0,0,135,101,0,0,2,101
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",244,"7,711",204,26,0,71.9,15,215,230,0.5,X,직영(구내),아름관,1987,0,0,235,101,9,101,0,0
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",125,"7,711",138,7,0,71.9,14,131,145,0.5,X,직영(구내),여울관,2014,0,0,125,142,0,0,0,0
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",24,"7,711",29,2,0,71.9,4,27,31,0.5,X,직영(구내),원내아파트,1989,0,0,0,0,23,104,1,82
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",134,"7,711",59,14,0,71.9,0,73,73,0.5,X,직영(구내),지혜관,1987,0,0,135,101,0,0,2,101
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",137,"7,711",118,9,0,71.9,6,121,127,0.5,X,직영(구내),진리관,1986,0,0,135,101,0,0,2,101
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",249,"7,711",94,9,0,71.9,14,89,103,0.5,X,직영(구내),화암관,2014,147,132,102,65,0,0,0,0
2020,대학교,특별법법인,대전,기존,한국과학기술원,"10,721",365,"7,711",306,10,0,71.9,15,301,316,0.5,X,직영(구내),희망관,2006,36,262,324,129,5,104,0,0
2020,대학교,국립,충북,기존,한국교원대학교,"3,799",37,"2,193",0,0,0,57.7,0,0,0,0.2,O,직영(구내),어울림관,1998,37,0,0,0,0,0,0,0
2020,대학교,국립,충북,기존,한국교원대학교,"3,799",118,"2,193",0,0,0,57.7,6,52,58,0.2,O,직영(구내),다락관,1989,0,0,118,135,0,0,0,0
2020,대학교,국립,충북,기존,한국교원대학교,"3,799",115,"2,193",0,0,0,57.7,4,52,56,0.2,O,직영(구내),인내관,1985,0,0,115,135,0,0,0,0
2020,대학교,국립,충북,기존,한국교원대학교,"3,799",68,"2,193",0,0,0,57.7,9,14,23,0.2,O,직영(구내),퇴계관,1997,0,0,0,0,68,135.3,0,0
2020,대학교,국립,충북,기존,한국교원대학교,"3,799",112,"2,193",0,0,0,57.7,0,0,0,0.2,O,직영(구내),지혜관,1986,112,0,0,0,0,0,0,0
2020,대학교,국립,충북,기존,한국교원대학교,"3,799",131,"2,193",0,0,0,57.7,0,0,0,0.2,O,직영(구내),사임당관,1985,0,0,131,0,0,0,0,0
2020,대학교,국립,충북,기존,한국교원대학교,"3,799",126,"2,193",0,0,0,57.7,2,66,68,0.2,O,직영(구내),율곡관,1986,0,0,126,135,0,0,0,0
2020,대학교,국립,충북,기존,한국교원대학교,"3,799",138,"2,193",0,0,0,57.7,12,66,78,0.2,O,직영(구내),청람관,1986,0,0,138,135,0,0,0,0
2020,대학교,국립,충북,기존,한국교원대학교,"3,799",78,"2,193",0,0,0,57.7,0,0,0,0.2,O,직영(구내),신뢰관,1985,0,0,0,0,78,0,0,0
2020,대학교,국립,충북,기존,한국교원대학교,"3,799",57,"2,193",0,0,0,57.7,4,31,35,0.2,O,직영(구내),복지관,1999,0,0,57,162.9,0,0,0,0
2020,대학교,국립,충북,기존,한국교원대학교,"3,799",59,"2,193",0,0,0,57.7,0,55,55,0.2,O,직영(구내),사랑관,1985,0,0,0,0,0,0,59,135
2020,대학교,국립,충북,기존,한국교통대학교,"8,513",121,"2,052",219,0,0,24.1,0,675,675,1.5,O,민자(BTL),대원생활관(남),2015,2,189,119,189,0,0,0,0
2020,대학교,국립,충북,기존,한국교통대학교,"8,513",123,"2,052",135,13,13,24.1,0,493,493,1.5,O,직영(구내),예성생활관,2005,0,0,123,132.7,0,0,0,0
2020,대학교,국립,충북,기존,한국교통대학교,"8,513",172,"2,052",168,0,0,24.1,0,453,453,1.5,O,직영(구내),국원생활관,1991,1,107.8,171,107.8,0,0,0,0
2020,대학교,국립,충북,기존,한국교통대학교,"8,513",146,"2,052",139,6,6,24.1,0,454,454,1.5,O,직영(구내),중원생활관,2011,2,195.4,144,195.4,0,0,0,0
2020,대학교,국립,충북,기존,한국교통대학교,"8,513",108,"2,052",202,0,0,24.1,0,347,347,1.5,O,민자(BTL),대원생활관(여),2015,3,189,105,189,0,0,0,0
2020,대학교,국립,충북,기존,한국교통대학교,"8,513",123,"2,052",224,0,0,24.1,0,250,250,1.5,O,민자(BTL),초아생활관,2016,0,0,123,241.6,0,0,0,0
2020,대학교,국립,충북,기존,한국교통대학교,"8,513",166,"2,052",151,0,0,24.1,40,226,266,1.5,O,직영(구내),증평생활관,2000,0,0,166,140.7,0,0,0,0
2020,대학교,국립,충북,기존,한국교통대학교,"8,513",142,"2,052",121,0,0,24.1,0,121,121,1.5,X,직영(구내),백인생활관,1998,142,111.6,0,0,0,0,0,0
2020,대학교,사립,경남,기존,한국국제대학교,"1,613",260,"1,701",108,0,116,105.5,6,218,224,0.2,O,직영(구내),상문1생활관,2007,70,289.4,0,0,190,171,0,0
2020,대학교,사립,경남,기존,한국국제대학교,"1,613",194,"1,701",115,0,0,105.5,0,115,115,0.2,O,행복기숙사,상문2생활관,2016,0,0,49,230.4,145,184.2,0,0
2020,대학교,사립,경남,기존,한국국제대학교,"1,613",176,"1,701",0,0,0,105.5,0,0,0,0.2,O,직영(구외),진주학사,2001,0,0,0,0,176,0,0,0
2020,대학교,사립,충남,기존,한국기술교육대학교,"4,157",119,"2,916",0,0,0,70.1,28,256,284,1.1,X,직영(구내),참빛관,2008,4,176.8,115,176.8,0,0,0,0
2020,대학교,사립,충남,기존,한국기술교육대학교,"4,157",137,"2,916",0,0,0,70.1,22,217,239,1.1,X,직영(구내),청솔관,2008,0,0,137,176.8,0,0,0,0
