번호,설립,학교명,캠퍼스명,학급,학종,지역,조사연도,한달 기숙사비,,,,,,,,,,,,,,,
,,,,,,,,직영,,,,민자,,,,임차,,,,평균,,,
,,,,,,,,1인실,2인실,3인실,4인실 이상,1인실,2인실,3인실,4인실 이상,1인실,2인실,3인실,4인실 이상,1인실,2인실,3인실,4인실 이상
422,사립,아주자동차대학,본교(충남보령),전문,일반대학,충남,2022,0.0,150.2,198.0,144.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.2,198.0,144.7
423,사립,안동과학대학교,본교(안동),전문,일반대학,경북,2022,96.4,0.0,0.0,96.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.4,0.0,0.0,96.4
424,사립,안산대학교,본교,전문,일반대학,경기,2022,334.8,270.5,0.0,324.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.8,270.5,0.0,324.1
425,사립,여주대학교,본교(경기여주),전문,일반대학,경기,2022,472.4,247.8,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.7,472.4,247.8,0.0,141.8
426,사립,연성대학교,본교(경기),전문,일반대학,경기,2022,292.4,287.2,0.0,175.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.4,287.2,0.0,175.4
427,사립,연암공과대학교,본교(경남진주),전문,일반대학,경남,2022,0.0,144.7,119.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.7,119.9,0.0
428,사립,연암대학교,본교,전문,일반대학,충남,2022,0.0,163.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.6,0.0,0.0
429,사립,영남외국어대학,본교(경산),전문,일반대학,경북,2022,0.0,106.4,0.0,106.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.4,0.0,106.4
430,사립,영남이공대학교,본교(대구대명),전문,일반대학,대구,2022,0.0,190.0,0.0,150.0,238.5,238.5,0.0,0.0,0.0,0.0,0.0,0.0,238.5,228.3,0.0,150.0
431,사립,영진전문대학교,복현,전문,일반대학,대구,2022,0.0,185.4,0.0,0.0,0.0,0.0,0.0,0.0,271.1,136.2,0.0,0.0,271.1,166.9,0.0,0.0
432,사립,영진전문대학교,글로벌,전문,일반대학,경북,2022,265.5,180.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265.5,180.5,0.0,0.0
433,사립,오산대학교,본교,전문,일반대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445.5,152.6,0.0,0.0,445.5,152.6,0.0,0.0
434,사립,용인예술과학대학교,본교,전문,일반대학,경기,2022,0.0,145.8,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.8,104.0,0.0
435,사립,우송정보대학,본교(대전),전문,일반대학,대전,2022,195.0,163.7,156.0,129.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,163.7,156.0,129.3
436,사립,울산과학대학교,본교(동부),전문,일반대학,울산,2022,253.5,253.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.5,253.7,0.0,0.0
437,사립,웅지세무대학교,본교(파주),전문,일반대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.8
438,사립,원광보건대학교,본교,전문,일반대학,전북,2022,0.0,0.0,0.0,0.0,0.0,210.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.3,0.0,0.0
439,사립,유한대학교,본교(경기),전문,일반대학,경기,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,사립,인덕대학교,본교(서울),전문,일반대학,서울,2022,0.0,0.0,0.0,145.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.2
441,사립,인천재능대학교,본교,전문,일반대학,인천,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,사립,인천재능대학교,제2캠퍼스(송도),전문,일반대학,인천,2022,0.0,0.0,0.0,0.0,261.0,261.0,261.0,0.0,0.0,0.0,0.0,0.0,261.0,261.0,261.0,0.0
443,사립,인하공업전문대학,본교,전문,일반대학,인천,2022,0.0,309.0,0.0,290.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,290.4
444,사립,장안대학교,본교,전문,일반대학,경기,2022,0.0,295.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.1,0.0,0.0
445,사립,전남과학대학교,본교(곡성옥과),전문,일반대학,전남,2022,75.7,75.7,75.7,75.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.7,75.7,75.7,75.7
446,사립,전북과학대학교,본교(전북정읍),전문,일반대학,전북,2022,128.2,0.0,0.0,111.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.2,0.0,0.0,111.4
447,사립,전주기전대학,본교,전문,일반대학,전북,2022,316.1,182.1,0.0,128.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.1,182.1,0.0,128.6
448,사립,전주비전대학교,본교(효자),전문,일반대학,전북,2022,0.0,162.3,0.0,0.0,225.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,197.7,0.0,0.0
449,사립,제주관광대학교,본교(광령),전문,일반대학,제주,2022,0.0,206.5,0.0,0.0,406.7,263.1,0.0,0.0,0.0,0.0,0.0,0.0,406.7,239.7,0.0,0.0
450,사립,제주한라대학교,본교(제주노형),전문,일반대학,제주,2022,0.0,218.2,0.0,163.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.2,0.0,163.6
451,사립,조선간호대학교,본교,전문,일반대학,광주,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,사립,조선이공대학교,본교,전문,일반대학,광주,2022,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0
453,사립,진주보건대학교,본교(진주상봉),전문,일반대학,경남,2022,255.0,170.0,0.0,184.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,255.0,170.0,0.0,184.3
454,사립,창원문성대학교,본교(두대),전문,일반대학,경남,2022,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0
455,사립,청강문화산업대학교,본교,전문,일반대학,경기,2022,0.0,134.7,0.0,134.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.7,0.0,134.7
456,사립,청암대학교,본교,전문,일반대학,전남,2022,0.0,215.5,0.0,128.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.5,0.0,128.2
457,사립,춘해보건대학교,본교(울산),전문,일반대학,울산,2022,171.4,161.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.4,161.5,0.0,0.0
458,사립,충북보건과학대학교,본교,전문,일반대학,충북,2022,0.0,0.0,127.9,103.3,203.6,203.6,0.0,0.0,0.0,0.0,0.0,0.0,203.6,203.6,127.9,103.3
459,사립,충청대학교,본교,전문,일반대학,충북,2022,0.0,174.1,120.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.1,120.5,0.0
460,사립,포항대학교,본교,전문,일반대학,경북,2022,200.9,133.9,0.0,133.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.9,133.9,0.0,133.9
461,사립,한국골프대학교,본교,전문,일반대학,강원,2022,185.4,185.4,0.0,185.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.4,185.4,0.0,185.4
462,사립,한국관광대학교,본교(경기이천),전문,일반대학,경기,2022,0.0,165.1,165.1,165.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.1,165.1,165.1
463,국립,한국복지대학교,본교,전문,일반대학,경기,2022,259.1,166.1,0.0,0.0,434.5,276.0,0.0,0.0,0.0,0.0,0.0,0.0,339.7,214.0,0.0,0.0
464,사립,한국승강기대학교,본교,전문,일반대학,경남,2022,0.0,159.0,0.0,107.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,107.1
465,사립,한국영상대학교,본교,전문,일반대학,세종,2022,0.0,248.9,0.0,257.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.9,0.0,257.9
466,사립,한림성심대학교,본교(강원춘천),전문,일반대학,강원,2022,0.0,0.0,181.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.6,0.0
467,사립,한양여자대학교,본교,전문,일반대학,서울,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,사립,한영대학교,본교(여수),전문,일반대학,전남,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,사립,혜전대학교,본교(충남홍성),전문,일반대학,충남,2022,0.0,0.0,0.0,156.6,0.0,0.0,0.0,0.0,0.0,165.6,0.0,0.0,0.0,165.6,0.0,156.6
470,사립,호산대학교,본교(하양),전문,일반대학,경북,2022,0.0,0.0,113.2,113.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.2,113.2
471,공립,강원도립대학교,본교,전문,공립대학,강원,2022,0.0,124.3,0.0,62.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.3,0.0,62.1
472,공립,경남도립거창대학,본교,전문,공립대학,경남,2022,0.0,182.6,0.0,104.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.6,0.0,104.3
473,공립,경남도립남해대학,본교,전문,공립대학,경남,2022,0.0,132.1,0.0,88.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.1,0.0,88.1
474,공립,경북도립대학교,본교,전문,공립대학,경북,2022,0.0,109.1,0.0,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.1,0.0,59.1
475,공립,전남도립대학교,본교(담양),전문,공립대학,전남,2022,0.0,116.4,0.0,77.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.4,0.0,77.6
476,공립,충남도립대학교,본교,전문,공립대학,충남,2022,323.2,165.9,130.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.2,165.9,130.4,0.0
477,공립,충북도립대학교,산단캠퍼스,전문,공립대학,충북,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,공립,충북도립대학교,본교,전문,공립대학,충북,2022,0.0,0.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,83.0
